Identifikator,Perioden Id,Jahres Id,Geräte_Name,Datum,Modus,Konto,Konto Name,Mitarbeiter,Referenz,Typ,Mng,Einzelpreis,FinalPreis,Rabatt,Materialverlust/Bruch,Gratis,Buchung,SKU,Artikel,Gruppe,StatGruppe,SteuerName,SteuerRate,VorSteuern,SteuernMenge,Profil
S1114672.47222,SP1114672.54.244,SY1114672.2026.47222,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,Tisch 11,Manager(946638),S1114672.47222,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47223,SP1114672.54.245,SY1114672.2026.47223,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,Tisch 11,Manager(946638),S1114672.47223,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,183,"Alkoholfreies Radler 0,5",Getränke(1549873308501013),[],MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47224,SP1114672.54.246,SY1114672.2026.47224,iPad1(1114672),01.06.26 15:52,Prod,A1114672.6499,Tisch 11,Manager(946638),S1114672.47224,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,183,"Alkoholfreies Radler 0,5",Getränke(1549873308501013),[],MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47225,SP1114672.54.247,SY1114672.2026.47225,iPad1(1114672),01.06.26 16:09,Prod,A1114672.6500,,Manager(946638),S1114672.47225,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,I27,Espresso,Heißgetränke(1549873308501605),,MwSt. 19%,1.19,2.352941,0.447059,Ohne Pager
S1114672.47226,SP1114672.54.248,SY1114672.2026.47226,iPad1(1114672),01.06.26 16:09,Prod,A1114672.6500,,Manager(946638),S1114672.47226,SALE,1,2.8,2.8,0.0,0.0,0.0,0.0,I27,Espresso,Heißgetränke(1549873308501605),,MwSt. 19%,1.19,2.352941,0.447059,Ohne Pager
S1114672.47227,SP1114672.54.249,SY1114672.2026.47227,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47227,SALE,1,10.9,10.9,0.0,0.0,0.0,0.0,I2-1770047,KL. Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.186916,0.713084,Ohne Pager
S1114672.47228,SP1114672.54.250,SY1114672.2026.47228,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47228,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47229,SP1114672.54.251,SY1114672.2026.47229,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47229,SALE,1,2.0,2.0,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,1.869159,0.130841,Ohne Pager
S1114672.47230,SP1114672.54.252,SY1114672.2026.47230,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47230,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Ohne Pager
S1114672.47231,SP1114672.54.253,SY1114672.2026.47231,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47231,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47232,SP1114672.54.254,SY1114672.2026.47232,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47232,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Ohne Pager
S1114672.47233,SP1114672.54.255,SY1114672.2026.47233,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47233,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I52,"Apfelschorle (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.529412,0.670588,Ohne Pager
S1114672.47234,SP1114672.54.256,SY1114672.2026.47234,iPad1(1114672),01.06.26 16:11,Prod,A1114672.6501,,Manager(946638),S1114672.47234,SALE,1,4.4,4.4,0.0,0.0,0.0,0.0,181,"Spezi (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.697479,0.702521,Ohne Pager
S1114672.47235,SP1114672.54.257,SY1114672.2026.47235,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47235,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I45,Weizenbier Hefe,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47236,SP1114672.54.258,SY1114672.2026.47236,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47236,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I37,"Fassbier (0,5 L)",Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47237,SP1114672.54.259,SY1114672.2026.47237,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47237,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47238,SP1114672.54.260,SY1114672.2026.47238,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47238,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47239,SP1114672.54.261,SY1114672.2026.47239,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47239,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47240,SP1114672.54.262,SY1114672.2026.47240,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47240,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47241,SP1114672.54.263,SY1114672.2026.47241,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47241,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47242,SP1114672.54.264,SY1114672.2026.47242,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47242,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,191,Spargelsuppe,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47243,SP1114672.54.265,SY1114672.2026.47243,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47243,SALE,1,8.9,8.9,0.0,0.0,0.0,0.0,129,Spargelsuppe Groß,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,8.317757,0.582243,Pagersystem
S1114672.47244,SP1114672.54.266,SY1114672.2026.47244,iPad1(1114672),01.06.26 16:31,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47244,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,190,Zusammen,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47245,SP1114672.54.267,SY1114672.2026.47245,iPad1(1114672),01.06.26 16:32,Prod,A1114672.6502,Tisch 13,Manager(946638),S1114672.47245,SALE,1,2.5,2.5,0.0,0.0,0.0,0.0,155,"Wasser Sprudel (0,3 L)",Getränke(1549873308501013),[],MwSt. 19%,1.19,2.10084,0.39916,Pagersystem
S1114672.47246,SP1114672.54.268,SY1114672.2026.47246,iPad1(1114672),01.06.26 16:38,Prod,A1114672.6503,,Manager(946638),S1114672.47246,SALE,1,3.2,3.2,0.0,0.0,0.0,0.0,I51,"Apfelschorle (0,3 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,2.689076,0.510924,Ohne Pager
S1114672.47247,SP1114672.54.269,SY1114672.2026.47247,iPad1(1114672),01.06.26 16:38,Prod,A1114672.6503,,Manager(946638),S1114672.47247,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,176,Extra Menü,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47248,SP1114672.54.270,SY1114672.2026.47248,iPad1(1114672),01.06.26 16:38,Prod,A1114672.6503,,Manager(946638),S1114672.47248,SALE,1,2.0,2.0,0.0,0.0,0.0,0.0,S4,Semmelbutter,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,1.869159,0.130841,Ohne Pager
S1114672.47249,SP1114672.54.271,SY1114672.2026.47249,iPad1(1114672),01.06.26 16:38,Prod,A1114672.6503,,Manager(946638),S1114672.47249,SALE,1,4.0,4.0,0.0,0.0,0.0,0.0,I10-177004,Kartoffeln,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,3.738318,0.261682,Ohne Pager
S1114672.47250,SP1114672.54.272,SY1114672.2026.47250,iPad1(1114672),01.06.26 17:02,Prod,A1114672.6504,,Manager(946638),S1114672.47250,SALE,1,8.2,8.2,0.0,0.0,0.0,0.0,I16,Erdbeereisbecher,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,7.663551,0.536449,Ohne Pager
S1114672.47251,SP1114672.54.273,SY1114672.2026.47251,iPad1(1114672),01.06.26 17:02,Prod,A1114672.6504,,Manager(946638),S1114672.47251,SALE,1,1.3,1.3,0.0,0.0,0.0,0.0,S20,Sahne,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.214953,0.085047,Ohne Pager
S1114672.47252,SP1114672.54.274,SY1114672.2026.47252,iPad1(1114672),01.06.26 17:03,Prod,A1114672.6504,,Manager(946638),S1114672.47252,SALE,1,7.0,7.0,0.0,0.0,0.0,0.0,115,Erdbeeren im Becher,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,6.542056,0.457944,Ohne Pager
S1114672.47253,SP1114672.54.275,SY1114672.2026.47253,iPad1(1114672),01.06.26 17:19,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47253,SALE,1,3.5,3.5,0.0,0.0,0.0,0.0,I1,Alkoholfreies Bier,Getränke(1549873308501013),,MwSt. 19%,1.19,2.941176,0.558824,Pagersystem
S1114672.47254,SP1114672.54.276,SY1114672.2026.47254,iPad1(1114672),01.06.26 17:19,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47254,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I37,"Fassbier (0,5 L)",Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47255,SP1114672.54.277,SY1114672.2026.47255,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47255,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47256,SP1114672.54.278,SY1114672.2026.47256,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47256,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47257,SP1114672.54.279,SY1114672.2026.47257,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47257,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47258,SP1114672.54.280,SY1114672.2026.47258,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47258,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47259,SP1114672.54.281,SY1114672.2026.47259,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47259,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47260,SP1114672.54.282,SY1114672.2026.47260,iPad1(1114672),01.06.26 17:20,Prod,A1114672.6505,Tisch 15,Manager(946638),S1114672.47260,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47261,SP1114672.54.283,SY1114672.2026.47261,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47261,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I14,Weizenbier alkoholfrei,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47262,SP1114672.54.284,SY1114672.2026.47262,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47262,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I37,"Fassbier (0,5 L)",Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47263,SP1114672.54.285,SY1114672.2026.47263,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47263,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,I46,Berliner Weiße,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.277311,0.622689,Pagersystem
S1114672.47264,SP1114672.54.286,SY1114672.2026.47264,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47264,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,169,Rot,Getränke(1549873308501013),[],MwSt. 19%,1.19,0,0,Pagersystem
S1114672.47265,SP1114672.54.287,SY1114672.2026.47265,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47265,SALE,1,3.4,3.4,0.0,0.0,0.0,0.0,I63,"Orangensaft (0,3 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,2.857143,0.542857,Pagersystem
S1114672.47266,SP1114672.54.288,SY1114672.2026.47266,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47266,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47267,SP1114672.54.289,SY1114672.2026.47267,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47267,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47268,SP1114672.54.290,SY1114672.2026.47268,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47268,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47269,SP1114672.54.291,SY1114672.2026.47269,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47269,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47270,SP1114672.54.292,SY1114672.2026.47270,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47270,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47271,SP1114672.54.293,SY1114672.2026.47271,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47271,SALE,1,5.4,5.4,0.0,0.0,0.0,0.0,S5,Schnitzel,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,5.046729,0.353271,Pagersystem
S1114672.47272,SP1114672.54.294,SY1114672.2026.47272,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47272,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47273,SP1114672.54.295,SY1114672.2026.47273,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47273,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47274,SP1114672.54.296,SY1114672.2026.47274,iPad1(1114672),01.06.26 17:37,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47274,SALE,1,2.4,2.4,0.0,0.0,0.0,0.0,S8,Rührei,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,2.242991,0.157009,Pagersystem
S1114672.47275,SP1114672.54.297,SY1114672.2026.47275,iPad1(1114672),01.06.26 17:38,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47275,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47276,SP1114672.54.298,SY1114672.2026.47276,iPad1(1114672),01.06.26 17:38,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47276,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47277,SP1114672.54.299,SY1114672.2026.47277,iPad1(1114672),01.06.26 17:38,Prod,A1114672.6506,Tisch 16,Manager(946638),S1114672.47277,SALE,1,2.4,2.4,0.0,0.0,0.0,0.0,S8,Rührei,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,2.242991,0.157009,Pagersystem
S1114672.47278,SP1114672.54.300,SY1114672.2026.47278,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47278,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
S1114672.47279,SP1114672.54.301,SY1114672.2026.47279,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47279,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S3,Sauce Hollandaise,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47280,SP1114672.54.302,SY1114672.2026.47280,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47280,SALE,1,2.4,2.4,0.0,0.0,0.0,0.0,S7,Schinken,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,2.242991,0.157009,Pagersystem
S1114672.47281,SP1114672.54.303,SY1114672.2026.47281,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47281,SALE,1,4.2,4.2,0.0,0.0,0.0,0.0,I14,Weizenbier alkoholfrei,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.529412,0.670588,Pagersystem
S1114672.47282,SP1114672.54.304,SY1114672.2026.47282,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47282,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,176,Extra Menü,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47283,SP1114672.54.305,SY1114672.2026.47283,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47283,SALE,1,11.5,11.5,0.0,0.0,0.0,0.0,172,Spargel Extra,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,10.747664,0.752336,Pagersystem
S1114672.47284,SP1114672.54.306,SY1114672.2026.47284,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47284,SALE,1,4.0,4.0,0.0,0.0,0.0,0.0,I10-177004,Kartoffeln,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,3.738318,0.261682,Pagersystem
S1114672.47285,SP1114672.54.307,SY1114672.2026.47285,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47285,SALE,1,2.4,2.4,0.0,0.0,0.0,0.0,S8,Rührei,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,2.242991,0.157009,Pagersystem
S1114672.47286,SP1114672.54.308,SY1114672.2026.47286,iPad1(1114672),01.06.26 17:49,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47286,SALE,1,3.3,3.3,0.0,0.0,0.0,0.0,156,"Wasser Sprudel (0,5 L)",Getränke(1549873308501013),[],MwSt. 19%,1.19,2.773109,0.526891,Pagersystem
S1114672.47287,SP1114672.54.309,SY1114672.2026.47287,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47287,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,191,Spargelsuppe,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47288,SP1114672.54.310,SY1114672.2026.47288,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47288,SALE,1,8.9,8.9,0.0,0.0,0.0,0.0,129,Spargelsuppe Groß,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,8.317757,0.582243,Pagersystem
S1114672.47289,SP1114672.54.311,SY1114672.2026.47289,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47289,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,190,Zusammen,Speisen Küche(1549873308500113),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47290,SP1114672.54.312,SY1114672.2026.47290,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47290,SALE,1,3.9,3.9,0.0,0.0,0.0,0.0,I46,Berliner Weiße,Getränke alkoholisch(1549873308501121),,MwSt. 19%,1.19,3.277311,0.622689,Pagersystem
S1114672.47291,SP1114672.54.313,SY1114672.2026.47291,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47291,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S31,Grün,Getränke(1549873308501013),[],MwSt. 19%,1.19,0,0,Pagersystem
S1114672.47292,SP1114672.54.314,SY1114672.2026.47292,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47292,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,I3-1770047,Schnitzel mit Pommes,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,12.616822,0.883178,Pagersystem
S1114672.47293,SP1114672.54.315,SY1114672.2026.47293,iPad1(1114672),01.06.26 17:50,Prod,A1114672.6507,Tisch 17,Manager(946638),S1114672.47293,SALE,1,4.4,4.4,0.0,0.0,0.0,0.0,I50,"Apfelsaft (0,5 L)",Getränke(1549873308501013),,MwSt. 19%,1.19,3.697479,0.702521,Pagersystem
S1114672.47294,SP1114672.54.316,SY1114672.2026.47294,iPad1(1114672),01.06.26 18:04,Prod,A1114672.6508,,Manager(946638),S1114672.47294,SALE,1,4.5,4.5,0.0,0.0,0.0,0.0,I24,Waffel,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,4.205607,0.294393,Ohne Pager
S1114672.47295,SP1114672.54.317,SY1114672.2026.47295,iPad1(1114672),01.06.26 18:04,Prod,A1114672.6508,,Manager(946638),S1114672.47295,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S29,Puderzucker,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Ohne Pager
S1114672.47296,SP1114672.54.318,SY1114672.2026.47296,iPad1(1114672),01.06.26 18:04,Prod,A1114672.6508,,Manager(946638),S1114672.47296,SALE,1,3.7,3.7,0.0,0.0,0.0,0.0,S24,Erdbeeren,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,3.457944,0.242056,Ohne Pager
S1114672.47297,SP1114672.54.319,SY1114672.2026.47297,iPad1(1114672),01.06.26 18:04,Prod,A1114672.6508,,Manager(946638),S1114672.47297,SALE,1,1.3,1.3,0.0,0.0,0.0,0.0,S20,Sahne,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.214953,0.085047,Ohne Pager
S1114672.47298,SP1114672.54.320,SY1114672.2026.47298,iPad1(1114672),01.06.26 18:04,Prod,A1114672.6508,,Manager(946638),S1114672.47298,SALE,1,1.4,1.4,0.0,0.0,0.0,0.0,121,Vanilleeis,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,1.308411,0.091589,Ohne Pager
S1114672.47299,SP1114672.54.321,SY1114672.2026.47299,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47299,SALE,1,4.5,4.5,0.0,0.0,0.0,0.0,I24,Waffel,Speisen Theke(1549873308501495),,MwSt. 7%,1.07,4.205607,0.294393,Pagersystem
S1114672.47300,SP1114672.54.322,SY1114672.2026.47300,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47300,SALE,1,0.0,0.0,0.0,0.0,0.0,0.0,S29,Puderzucker,Speisen Theke(1549873308501495),[],MwSt. 7%,1.07,0,0,Pagersystem
S1114672.47301,SP1114672.54.323,SY1114672.2026.47301,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47301,SALE,1,13.5,13.5,0.0,0.0,0.0,0.0,I3-1770047,Schnitzel mit Pommes,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,12.616822,0.883178,Pagersystem
S1114672.47302,SP1114672.54.324,SY1114672.2026.47302,iPad1(1114672),01.06.26 18:21,Prod,A1114672.6509,Tisch 16,Manager(946638),S1114672.47302,SALE,1,17.5,17.5,0.0,0.0,0.0,0.0,I1-1770047,Spargelmenü,Speisen Küche(1549873308500113),,MwSt. 7%,1.07,16.35514,1.14486,Pagersystem
